secid,ticker,exchangecd,secshortname,enddate,period,overallrating
519704.OFCN,519704,,交银先进制造混合,2016-09-30,3,4
519989.OFCN,519989,,长信利丰债券-C,2016-09-30,3,4
519991.OFCN,519991,,长信双利优选灵活配置混合-A,2016-09-30,5,4
519993.OFCN,519993,,长信增利动态策略混合,2016-09-30,5,4
530008.OFCN,530008,,建信稳定增利债券-C,2016-09-30,5,4
530009.OFCN,530009,,建信收益增强债券-A,2016-09-30,3,4
530009.OFCN,530009,,建信收益增强债券-A,2016-09-30,5,4
530020.OFCN,530020,,建信转债增强债券-A,2016-09-30,3,4
531009.OFCN,531009,,建信收益增强债券-C,2016-09-30,3,4
531020.OFCN,531020,,建信转债增强债券-C,2016-09-30,3,4
550001.OFCN,550001,,信诚四季红混合,2016-09-30,3,4
550001.OFCN,550001,,信诚四季红混合,2016-09-30,5,4
550002.OFCN,550002,,中信保诚精萃成长混合,2016-09-30,5,4
550008.OFCN,550008,,信诚优胜精选混合,2016-09-30,5,4
571002.OFCN,571002,,诺德主题灵活配置混合,2016-09-30,5,4
580003.OFCN,580003,,东吴行业轮动混合-A,2016-09-30,3,4
590005.OFCN,590005,,中邮核心主题混合,2016-09-30,5,4
590005.OFCN,590005,,中邮核心主题混合,2016-09-30,3,4
610006.OFCN,610006,,信达澳银产业升级混合,2016-09-30,3,4
610007.OFCN,610007,,信达澳银消费优选混合,2016-09-30,3,4
620003.OFCN,620003,,金元顺安丰利债券,2016-09-30,3,4
630001.OFCN,630001,,华商领先企业混合,2016-09-30,5,4
630003.OFCN,630003,,华商收益增强债券-A,2016-09-30,5,4
630005.OFCN,630005,,华商动态阿尔法灵活配置混合,2016-09-30,3,4
630010.OFCN,630010,,华商价值精选混合,2016-09-30,3,4
630016.OFCN,630016,,华商价值共享灵活配置混合,2016-09-30,3,4
630103.OFCN,630103,,华商收益增强债券-B,2016-09-30,5,4
630103.OFCN,630103,,华商收益增强债券-B,2016-09-30,3,4
660002.OFCN,660002,,农银汇理恒久增利债券-A,2016-09-30,5,4
660002.OFCN,660002,,农银汇理恒久增利债券-A,2016-09-30,3,4
660003.OFCN,660003,,农银汇理平衡双利混合,2016-09-30,5,4
660005.OFCN,660005,,农银汇理中小盘混合,2016-09-30,5,4
660009.OFCN,660009,,农银汇理增强收益债券-A,2016-09-30,3,4
660102.OFCN,660102,,农银汇理恒久增利债券-C,2016-09-30,3,4
660102.OFCN,660102,,农银汇理恒久增利债券-C,2016-09-30,5,4
660109.OFCN,660109,,农银汇理增强收益债券-C,2016-09-30,3,4
690002.OFCN,690002,,民生加银增强收益债券-A,2016-09-30,5,4
690003.OFCN,690003,,民生加银精选混合,2016-09-30,3,4
690004.OFCN,690004,,民生加银稳健成长混合,2016-09-30,3,4
690004.OFCN,690004,,民生加银稳健成长混合,2016-09-30,5,4
690005.OFCN,690005,,民生加银内需增长混合,2016-09-30,5,4
690005.OFCN,690005,,民生加银内需增长混合,2016-09-30,3,4
690006.OFCN,690006,,民生加银信用双利债券-A,2016-09-30,3,4
700003.OFCN,700003,,平安策略先锋混合,2016-09-30,3,4
710001.OFCN,710001,,富安达优势成长混合,2016-09-30,3,4
720001.OFCN,720001,,财通价值动量混合,2016-09-30,3,4
730001.OFCN,730001,,方正富邦创新动力混合-A,2016-09-30,3,4
730002.OFCN,730002,,方正富邦红利精选混合-A,2016-09-30,3,4
750001.OFCN,750001,,安信策略精选灵活配置混合,2016-09-30,3,4
000015.OFCN,15,,华夏纯债债券-A,2016-09-30,3,3
000020.OFCN,20,,景顺长城品质投资混合,2016-09-30,3,3
000024.OFCN,24,,大摩双利增强债券-A,2016-09-30,3,3
000025.OFCN,25,,大摩双利增强债券-C,2016-09-30,3,3
000031.OFCN,31,,华夏复兴混合,2016-09-30,5,3
000050.OFCN,50,,长盛纯债债券-A,2016-09-30,3,3
000052.OFCN,52,,长盛纯债债券-C,2016-09-30,3,3
000061.OFCN,61,,华夏盛世精选混合,2016-09-30,3,3
001031.OFCN,1031,,华夏安康信用优选债券-A,2016-09-30,3,3
001033.OFCN,1033,,华夏安康信用优选债券-C,2016-09-30,3,3
002031.OFCN,2031,,华夏策略精选灵活配置混合,2016-09-30,5,3
002031.OFCN,2031,,华夏策略精选灵活配置混合,2016-09-30,3,3
020001.OFCN,20001,,国泰金鹰增长灵活配置混合,2016-09-30,3,3
020010.OFCN,20010,,国泰金牛创新成长混合,2016-09-30,3,3
020015.OFCN,20015,,国泰区位优势混合,2016-09-30,3,3
040005.OFCN,40005,,华安宏利混合,2016-09-30,5,3
040005.OFCN,40005,,华安宏利混合,2016-09-30,3,3
040007.OFCN,40007,,华安中小盘成长混合,2016-09-30,5,3
040009.OFCN,40009,,华安稳定收益债券-A,2016-09-30,3,3
040009.OFCN,40009,,华安稳定收益债券-A,2016-09-30,5,3
040010.OFCN,40010,,华安稳定收益债券-B,2016-09-30,3,3
040010.OFCN,40010,,华安稳定收益债券-B,2016-09-30,5,3
040012.OFCN,40012,,华安强化收益债券-A,2016-09-30,5,3
040012.OFCN,40012,,华安强化收益债券-A,2016-09-30,3,3
040013.OFCN,40013,,华安强化收益债券-B,2016-09-30,3,3
040016.OFCN,40016,,华安行业轮动混合,2016-09-30,5,3
040016.OFCN,40016,,华安行业轮动混合,2016-09-30,3,3
040020.OFCN,40020,,华安升级主题混合,2016-09-30,3,3
040036.OFCN,40036,,华安安心收益债券-A,2016-09-30,3,3
040037.OFCN,40037,,华安安心收益债券-B,2016-09-30,3,3
050006.OFCN,50006,,博时稳定价值债券-B,2016-09-30,3,3
050010.OFCN,50010,,博时特许价值混合-A,2016-09-30,5,3
050011.OFCN,50011,,博时信用债券-A/B,2016-09-30,5,3
050011.OFCN,50011,,博时信用债券-A/B,2016-09-30,3,3
050026.OFCN,50026,,博时医疗保健行业混合-A,2016-09-30,3,3
050106.OFCN,50106,,博时稳定价值债券-A,2016-09-30,3,3
050111.OFCN,50111,,博时信用债券-C,2016-09-30,5,3
050111.OFCN,50111,,博时信用债券-C,2016-09-30,3,3
070001.OFCN,70001,,嘉实成长收益混合-A,2016-09-30,3,3
070002.OFCN,70002,,嘉实增长,2016-09-30,3,3
070003.OFCN,70003,,嘉实稳健,2016-09-30,5,3
070005.OFCN,70005,,嘉实债券,2016-09-30,3,3
070006.OFCN,70006,,嘉实服务增值行业,2016-09-30,5,3
070010.OFCN,70010,,嘉实主题精选混合,2016-09-30,3,3
070011.OFCN,70011,,嘉实策略增长混合,2016-09-30,5,3
070011.OFCN,70011,,嘉实策略增长混合,2016-09-30,3,3
070013.OFCN,70013,,嘉实研究精选混合-A,2016-09-30,3,3
070017.OFCN,70017,,嘉实量化阿尔法混合,2016-09-30,5,3
070017.OFCN,70017,,嘉实量化阿尔法混合,2016-09-30,3,3
070018.OFCN,70018,,嘉实回报灵活配置混合,2016-09-30,5,3
070019.OFCN,70019,,嘉实价值优势混合,2016-09-30,5,3
070020.OFCN,70020,,嘉实稳固收益债券-C,2016-09-30,5,3
070021.OFCN,70021,,嘉实主题新动力混合,2016-09-30,5,3
070021.OFCN,70021,,嘉实主题新动力混合,2016-09-30,3,3
070022.OFCN,70022,,嘉实领先成长混合,2016-09-30,3,3
070026.OFCN,70026,,嘉实信用债券-C,2016-09-30,3,3
070099.OFCN,70099,,嘉实优质企业混合,2016-09-30,5,3
070099.OFCN,70099,,嘉实优质企业混合,2016-09-30,3,3
080003.OFCN,80003,,长盛积极配置债券,2016-09-30,3,3
080012.OFCN,80012,,长盛电子信息产业混合,2016-09-30,3,3
090002.OFCN,90002,,大成债券-A/B,2016-09-30,3,3
090002.OFCN,90002,,大成债券-A/B,2016-09-30,5,3
090003.OFCN,90003,,大成蓝筹稳健,2016-09-30,3,3
090009.OFCN,90009,,大成行业轮动混合,2016-09-30,3,3
090011.OFCN,90011,,大成核心双动力混合,2016-09-30,3,3
090011.OFCN,90011,,大成核心双动力混合,2016-09-30,5,3
092002.OFCN,92002,,大成债券-C,2016-09-30,5,3
092002.OFCN,92002,,大成债券-C,2016-09-30,3,3
100018.OFCN,100018,,富国天利增长债券,2016-09-30,3,3
100018.OFCN,100018,,富国天利增长债券,2016-09-30,5,3
100020.OFCN,100020,,富国天益价值混合-A,2016-09-30,3,3
100020.OFCN,100020,,富国天益价值混合-A,2016-09-30,5,3
100022.OFCN,100022,,富国天瑞强势地区精选混合,2016-09-30,3,3
100035.OFCN,100035,,富国优化增强债券-A/B,2016-09-30,5,3
100039.OFCN,100039,,富国通胀通缩主题轮动混合,2016-09-30,5,3
100039.OFCN,100039,,富国通胀通缩主题轮动混合,2016-09-30,3,3
100051.OFCN,100051,,富国可转债-A,2016-09-30,3,3
100058.OFCN,100058,,富国产业债债券-A,2016-09-30,3,3
110009.OFCN,110009,,易方达价值精选混合,2016-09-30,3,3
110009.OFCN,110009,,易方达价值精选混合,2016-09-30,5,3
110011.OFCN,110011,,易方达中小盘混合,2016-09-30,5,3
110013.OFCN,110013,,易方达科翔混合,2016-09-30,3,3
110029.OFCN,110029,,易方达科讯混合,2016-09-30,3,3
110029.OFCN,110029,,易方达科讯混合,2016-09-30,5,3
110035.OFCN,110035,,易方达双债增强债券-A,2016-09-30,3,3
121002.OFCN,121002,,国投瑞银景气行业,2016-09-30,5,3
121002.OFCN,121002,,国投瑞银景气行业,2016-09-30,3,3
121005.OFCN,121005,,国投瑞银创新动力混合,2016-09-30,5,3
150103.OFCN,150103,,银河银泰理财分红,2016-09-30,3,3
151001.OFCN,151001,,银河稳健,2016-09-30,3,3
160105.XSHE,160105,XSHE,南方积极配置混合(LOF),2016-09-30,5,3
160106.XSHE,160106,XSHE,南方高增长混合(LOF),2016-09-30,5,3
160106.XSHE,160106,XSHE,南方高增长混合(LOF),2016-09-30,3,3
160311.XSHE,160311,XSHE,华夏蓝筹核心混合(LOF),2016-09-30,3,3
160314.XSHE,160314,XSHE,华夏行业精选混合(LOF),2016-09-30,5,3
160314.XSHE,160314,XSHE,华夏行业精选混合(LOF),2016-09-30,3,3
160613.XSHE,160613,XSHE,鹏华盛世创新混合(LOF),2016-09-30,3,3
160613.XSHE,160613,XSHE,鹏华盛世创新混合(LOF),2016-09-30,5,3
161010.XSHE,161010,XSHE,富国天丰强化收益债券(LOF),2016-09-30,5,3
161010.XSHE,161010,XSHE,富国天丰强化收益债券(LOF),2016-09-30,3,3
161219.XSHE,161219,XSHE,国投瑞银新兴产业混合(LOF),2016-09-30,3,3
161609.OFCN,161609,,融通动力先锋混合,2016-09-30,3,3
161693.OFCN,161693,,融通债券-C,2016-09-30,3,3
161813.XSHE,161813,XSHE,银华信用债券(LOF),2016-09-30,3,3
162102.OFCN,162102,,金鹰中小盘精选,2016-09-30,5,3
162205.OFCN,162205,,泰达宏利风险预算混合,2016-09-30,3,3
162207.XSHE,162207,XSHE,泰达宏利效率优选混合(LOF),2016-09-30,5,3
162208.OFCN,162208,,泰达宏利首选企业股票,2016-09-30,5,3
162605.XSHE,162605,XSHE,景顺长城鼎益混合(LOF),2016-09-30,5,3
163409.XSHE,163409,XSHE,兴全绿色投资混合(LOF),2016-09-30,3,3
163801.XSHE,163801,XSHE,中银中国精选混合(LOF),2016-09-30,5,3
163803.OFCN,163803,,中银持续增长混合-A,2016-09-30,5,3
163806.OFCN,163806,,中银稳健增利债券,2016-09-30,5,3
163807.OFCN,163807,,中银行业优选灵活配置混合-A,2016-09-30,5,3
163807.OFCN,163807,,中银行业优选灵活配置混合-A,2016-09-30,3,3
163811.OFCN,163811,,中银稳健双利债券-A,2016-09-30,5,3
163811.OFCN,163811,,中银稳健双利债券-A,2016-09-30,3,3
163812.OFCN,163812,,中银稳健双利债券-B,2016-09-30,5,3
165310.OFCN,165310,,建信双利分级股票,2016-09-30,3,3
165313.XSHE,165313,XSHE,建信优势动力混合(LOF),2016-09-30,3,3
165508.XSHE,165508,XSHE,信诚深度价值混合(LOF),2016-09-30,3,3
165509.XSHE,165509,XSHE,信诚增强收益债券(LOF),2016-09-30,3,3
165512.XSHE,165512,XSHE,信诚新机遇混合(LOF),2016-09-30,3,3
166003.OFCN,166003,,中欧稳健收益债券-A,2016-09-30,5,3
180010.OFCN,180010,,银华优质增长混合,2016-09-30,5,3
180012.OFCN,180012,,银华富裕主题混合,2016-09-30,5,3
180015.OFCN,180015,,银华增强收益债券,2016-09-30,3,3
180018.OFCN,180018,,银华和谐主题灵活配置混合,2016-09-30,5,3
180018.OFCN,180018,,银华和谐主题灵活配置混合,2016-09-30,3,3
180025.OFCN,180025,,银华信用双利债券-A,2016-09-30,5,3
180026.OFCN,180026,,银华信用双利债券-C,2016-09-30,5,3
180026.OFCN,180026,,银华信用双利债券-C,2016-09-30,3,3
200001.OFCN,200001,,长城久恒灵活配置混合,2016-09-30,3,3
200009.OFCN,200009,,长城稳健增利债券-A,2016-09-30,5,3
200012.OFCN,200012,,长城中小盘成长混合,2016-09-30,5,3
202003.OFCN,202003,,南方绩优成长混合-A,2016-09-30,5,3
202003.OFCN,202003,,南方绩优成长混合-A,2016-09-30,3,3
202009.OFCN,202009,,南方盛元红利混合,2016-09-30,5,3
202009.OFCN,202009,,南方盛元红利混合,2016-09-30,3,3
202101.OFCN,202101,,南方宝元债券-A,2016-09-30,3,3
202102.OFCN,202102,,南方多利增强债券-C,2016-09-30,3,3
202103.OFCN,202103,,南方多利增强债券-A,2016-09-30,3,3
202108.OFCN,202108,,南方润元纯债债券-A/B,2016-09-30,3,3
202110.OFCN,202110,,南方润元纯债债券-C,2016-09-30,3,3
206002.OFCN,206002,,鹏华精选成长混合,2016-09-30,5,3
206008.OFCN,206008,,鹏华丰盛稳固收益债券,2016-09-30,3,3
206009.OFCN,206009,,鹏华新兴产业混合,2016-09-30,3,3
206012.OFCN,206012,,鹏华价值精选股票,2016-09-30,3,3
206018.OFCN,206018,,鹏华产业债债券,2016-09-30,3,3
210001.OFCN,210001,,金鹰成份股优选,2016-09-30,3,3
210001.OFCN,210001,,金鹰成份股优选,2016-09-30,5,3
210003.OFCN,210003,,金鹰行业优势混合,2016-09-30,5,3
210003.OFCN,210003,,金鹰行业优势混合,2016-09-30,3,3
213007.OFCN,213007,,宝盈增强收益债券-A/B,2016-09-30,5,3
213917.OFCN,213917,,宝盈增强收益债券-C,2016-09-30,5,3
217002.OFCN,217002,,招商安泰平衡混合,2016-09-30,5,3
217002.OFCN,217002,,招商安泰平衡混合,2016-09-30,3,3
217005.OFCN,217005,,招商先锋,2016-09-30,5,3
217005.OFCN,217005,,招商先锋,2016-09-30,3,3
217008.OFCN,217008,,招商安本增利债券,2016-09-30,3,3
217008.OFCN,217008,,招商安本增利债券,2016-09-30,5,3
217010.OFCN,217010,,招商大盘蓝筹混合,2016-09-30,5,3
217012.OFCN,217012,,招商行业领先混合-A,2016-09-30,3,3
217012.OFCN,217012,,招商行业领先混合-A,2016-09-30,5,3
217013.OFCN,217013,,招商中小盘精选混合,2016-09-30,5,3
217023.OFCN,217023,,招商信用增强债券-A,2016-09-30,3,3
233006.OFCN,233006,,大摩领先优势混合,2016-09-30,5,3
233006.OFCN,233006,,大摩领先优势混合,2016-09-30,3,3
233007.OFCN,233007,,大摩卓越成长混合,2016-09-30,3,3
240001.OFCN,240001,,华宝宝康消费品,2016-09-30,5,3
240001.OFCN,240001,,华宝宝康消费品,2016-09-30,3,3
240009.OFCN,240009,,华宝先进成长混合,2016-09-30,5,3
240009.OFCN,240009,,华宝先进成长混合,2016-09-30,3,3
240010.OFCN,240010,,华宝行业精选混合,2016-09-30,5,3
240013.OFCN,240013,,华宝增强收益债券-B,2016-09-30,5,3
240017.OFCN,240017,,华宝新兴产业混合,2016-09-30,5,3
253010.OFCN,253010,,国联安德盛安心成长混合,2016-09-30,5,3
253020.OFCN,253020,,国联安德盛增利债券-A,2016-09-30,5,3
253021.OFCN,253021,,国联安德盛增利债券-B,2016-09-30,5,3
255010.OFCN,255010,,国联安德盛稳健,2016-09-30,3,3
257020.OFCN,257020,,国联安德盛精选混合,2016-09-30,3,3
257030.OFCN,257030,,国联安德盛优势混合,2016-09-30,5,3
257040.OFCN,257040,,国联安德盛红利混合,2016-09-30,5,3
257070.OFCN,257070,,国联安优选行业混合,2016-09-30,3,3
260101.OFCN,260101,,景顺长城优选混合,2016-09-30,3,3
260104.OFCN,260104,,景顺长城内需增长混合,2016-09-30,5,3
260109.OFCN,260109,,景顺长城内需增长贰号混合,2016-09-30,5,3
260115.OFCN,260115,,景顺长城中小盘混合,2016-09-30,5,3
260117.OFCN,260117,,景顺长城支柱产业混合,2016-09-30,3,3
270002.OFCN,270002,,广发稳健增长-A,2016-09-30,5,3
270002.OFCN,270002,,广发稳健增长-A,2016-09-30,3,3
270007.OFCN,270007,,广发大盘成长混合,2016-09-30,3,3
270008.OFCN,270008,,广发核心精选混合,2016-09-30,5,3
270009.OFCN,270009,,广发增强债券,2016-09-30,5,3
270021.OFCN,270021,,广发聚瑞混合-A,2016-09-30,5,3
270022.OFCN,270022,,广发内需增长灵活配置混合-A,2016-09-30,3,3
270041.OFCN,270041,,广发消费品精选混合-A,2016-09-30,3,3
270048.OFCN,270048,,广发纯债债券-A,2016-09-30,3,3
270049.OFCN,270049,,广发纯债债券-C,2016-09-30,3,3
288102.OFCN,288102,,华夏稳定双利债券-C,2016-09-30,5,3
290003.OFCN,290003,,泰信双息双利债券,2016-09-30,5,3
290004.OFCN,290004,,泰信优质生活混合,2016-09-30,3,3
290004.OFCN,290004,,泰信优质生活混合,2016-09-30,5,3
290006.OFCN,290006,,泰信蓝筹精选混合,2016-09-30,3,3
290006.OFCN,290006,,泰信蓝筹精选混合,2016-09-30,5,3
290007.OFCN,290007,,泰信增强收益债券-A,2016-09-30,3,3
290007.OFCN,290007,,泰信增强收益债券-A,2016-09-30,5,3
290008.OFCN,290008,,泰信发展主题混合,2016-09-30,5,3
290008.OFCN,290008,,泰信发展主题混合,2016-09-30,3,3
290009.OFCN,290009,,泰信周期回报债券,2016-09-30,3,3
290011.OFCN,290011,,泰信中小盘精选混合,2016-09-30,3,3
291007.OFCN,291007,,泰信增强收益债券-C,2016-09-30,5,3
291007.OFCN,291007,,泰信增强收益债券-C,2016-09-30,3,3
310328.OFCN,310328,,申万菱信新动力混合,2016-09-30,3,3
310368.OFCN,310368,,申万菱信竞争优势混合,2016-09-30,5,3
310368.OFCN,310368,,申万菱信竞争优势混合,2016-09-30,3,3
310378.OFCN,310378,,申万菱信添益宝债券-A,2016-09-30,3,3
310379.OFCN,310379,,申万菱信添益宝债券-B,2016-09-30,3,3
310508.OFCN,310508,,申万菱信稳益宝债券,2016-09-30,5,3
310508.OFCN,310508,,申万菱信稳益宝债券,2016-09-30,3,3
320003.OFCN,320003,,诺安先锋混合-A,2016-09-30,5,3
320003.OFCN,320003,,诺安先锋混合-A,2016-09-30,3,3
320004.OFCN,320004,,诺安优化收益债券,2016-09-30,5,3
320005.OFCN,320005,,诺安价值增长混合,2016-09-30,3,3
320008.OFCN,320008,,诺安增利债券-A,2016-09-30,3,3
320009.OFCN,320009,,诺安增利债券-B,2016-09-30,3,3
320012.OFCN,320012,,诺安主题精选混合,2016-09-30,5,3
320012.OFCN,320012,,诺安主题精选混合,2016-09-30,3,3
320016.OFCN,320016,,诺安多策略混合,2016-09-30,3,3
320021.OFCN,320021,,诺安双利债券,2016-09-30,3,3
350006.OFCN,350006,,天治稳健双盈债券,2016-09-30,3,3
350006.OFCN,350006,,天治稳健双盈债券,2016-09-30,5,3
360001.OFCN,360001,,光大保德信量化核心,2016-09-30,3,3
360001.OFCN,360001,,光大保德信量化核心,2016-09-30,5,3
360007.OFCN,360007,,光大保德信优势配置混合,2016-09-30,3,3
360007.OFCN,360007,,光大保德信优势配置混合,2016-09-30,5,3
360010.OFCN,360010,,光大保德信均衡精选混合,2016-09-30,5,3
360012.OFCN,360012,,光大保德信中小盘混合,2016-09-30,5,3
360012.OFCN,360012,,光大保德信中小盘混合,2016-09-30,3,3
371020.OFCN,371020,,上投摩根纯债债券-A,2016-09-30,5,3
371020.OFCN,371020,,上投摩根纯债债券-A,2016-09-30,3,3
371120.OFCN,371120,,上投摩根纯债债券-B,2016-09-30,3,3
371120.OFCN,371120,,上投摩根纯债债券-B,2016-09-30,5,3
373010.OFCN,373010,,上投摩根双息平衡混合-A,2016-09-30,5,3
373020.OFCN,373020,,上投摩根双核平衡混合,2016-09-30,3,3
375010.OFCN,375010,,上投摩根中国优势混合,2016-09-30,3,3
377530.OFCN,377530,,上投摩根行业轮动混合-A,2016-09-30,5,3
379010.OFCN,379010,,上投摩根中小盘混合,2016-09-30,5,3
379010.OFCN,379010,,上投摩根中小盘混合,2016-09-30,3,3
395001.OFCN,395001,,中海稳健收益债券,2016-09-30,5,3
395001.OFCN,395001,,中海稳健收益债券,2016-09-30,3,3
398031.OFCN,398031,,中海蓝筹灵活配置混合,2016-09-30,5,3
398041.OFCN,398041,,中海量化策略混合,2016-09-30,3,3
400001.OFCN,400001,,东方龙混合,2016-09-30,5,3
400001.OFCN,400001,,东方龙混合,2016-09-30,3,3
400003.OFCN,400003,,东方精选混合,2016-09-30,5,3
400003.OFCN,400003,,东方精选混合,2016-09-30,3,3
400007.OFCN,400007,,东方策略成长混合,2016-09-30,5,3
400007.OFCN,400007,,东方策略成长混合,2016-09-30,3,3
400011.OFCN,400011,,东方核心动力混合,2016-09-30,3,3
410003.OFCN,410003,,华富成长趋势混合,2016-09-30,3,3
420005.OFCN,420005,,天弘周期策略混合,2016-09-30,5,3
420005.OFCN,420005,,天弘周期策略混合,2016-09-30,3,3
450007.OFCN,450007,,国富成长动力混合,2016-09-30,5,3
450007.OFCN,450007,,国富成长动力混合,2016-09-30,3,3
450011.OFCN,450011,,国富研究精选混合,2016-09-30,3,3
460007.OFCN,460007,,华泰柏瑞行业领先混合,2016-09-30,5,3
460009.OFCN,460009,,华泰柏瑞量化先行混合-A,2016-09-30,5,3
460009.OFCN,460009,,华泰柏瑞量化先行混合-A,2016-09-30,3,3
470006.OFCN,470006,,汇添富医药保健混合-A,2016-09-30,5,3
470008.OFCN,470008,,汇添富策略回报混合,2016-09-30,3,3
470008.OFCN,470008,,汇添富策略回报混合,2016-09-30,5,3
470010.OFCN,470010,,汇添富多元收益债券-A,2016-09-30,3,3
470011.OFCN,470011,,汇添富多元收益债券-C,2016-09-30,3,3
470028.OFCN,470028,,汇添富社会责任混合,2016-09-30,3,3
470028.OFCN,470028,,汇添富社会责任混合,2016-09-30,5,3
470078.OFCN,470078,,汇添富增强收益债券-C,2016-09-30,3,3
